"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Louisiana","St. Tammany",2024,181,146,34,0,1,0,0,186,58,40,0,0,122,59,0
"Louisiana","Tangipahoa",2024,32,23,9,0,0,0,0,74,55,40,0,0,0,32,0
"Louisiana","Terrebonne",2024,31,27,4,0,0,0,0,99,54,32,0,0,0,31,0
"Louisiana","West Baton Rouge",2024,182,110,72,0,0,0,0,100,63,47,0,0,67,115,0
"Maine","Androscoggin",2024,213,198,15,0,0,0,0,77,47,34,0,0,128,83,2
"Maine","Aroostook",2024,213,177,36,0,0,0,0,69,53,35,0,0,55,140,18
"Maine","Cumberland",2024,213,163,49,1,0,0,0,119,58,39,0,0,137,72,4
"Maine","Hancock",2024,214,197,17,0,0,0,0,97,50,39,2,0,209,3,0
"Maine","Kennebec",2024,213,176,37,0,0,0,0,77,53,38,0,0,104,109,0
"Maine","Knox",2024,203,192,11,0,0,0,0,84,45,35,0,0,203,0,0
"Maine","Oxford",2024,213,198,15,0,0,0,0,60,46,34,0,0,134,79,0
"Maine","Penobscot",2024,204,193,11,0,0,0,0,67,48,35,0,0,145,53,6
"Maine","Sagadahoc",2024,134,122,12,0,0,0,0,93,50,37,0,0,134,0,0
"Maine","Washington",2024,210,204,6,0,0,0,0,58,44,36,0,0,174,36,0
"Maine","York",2024,209,194,14,1,0,0,0,129,47,36,0,0,209,0,0
"Maryland","Anne Arundel",2024,103,90,13,0,0,0,0,93,61,42,0,0,87,0,16
"Maryland","Baltimore",2024,182,125,56,1,0,0,0,115,67,44,0,4,126,52,0
"Maryland","Baltimore (City)",2024,181,132,45,4,0,0,0,108,64,43,0,5,99,77,0
"Maryland","Calvert",2024,31,28,3,0,0,0,0,74,50,39,0,0,31,0,0
"Maryland","Carroll",2024,30,29,1,0,0,0,0,77,48,38,0,0,30,0,0
"Maryland","Cecil",2024,182,131,50,1,0,0,0,126,61,44,0,0,94,88,0
"Maryland","Charles",2024,26,24,2,0,0,0,0,71,49,39,0,0,26,0,0
"Maryland","Dorchester",2024,177,159,18,0,0,0,0,71,51,38,0,0,131,46,0
"Maryland","Frederick",2024,30,28,2,0,0,0,0,64,49,39,0,0,30,0,0
"Maryland","Garrett",2024,183,160,23,0,0,0,0,80,52,39,1,0,162,20,0
"Maryland","Harford",2024,181,124,55,2,0,0,0,122,64,44,0,0,116,65,0
"Maryland","Howard",2024,183,156,27,0,0,0,0,75,54,33,3,54,0,126,0
"Maryland","Kent",2024,178,164,14,0,0,0,0,81,48,27,0,0,27,151,0
"Maryland","Montgomery",2024,173,152,21,0,0,0,0,77,51,33,0,0,31,142,0
"Maryland","Prince George's",2024,183,148,35,0,0,0,0,100,61,40,1,9,155,18,0
"Maryland","Washington",2024,182,150,32,0,0,0,0,85,55,40,0,0,118,64,0
"Massachusetts","Barnstable",2024,173,168,4,1,0,0,0,101,46,38,0,0,173,0,0
"Massachusetts","Berkshire",2024,182,155,27,0,0,0,0,97,54,39,0,0,139,43,0
"Massachusetts","Bristol",2024,182,167,14,1,0,0,0,101,50,39,0,0,162,20,0
"Massachusetts","Dukes",2024,181,171,9,1,0,0,0,108,46,38,0,0,181,0,0
"Massachusetts","Essex",2024,182,167,15,0,0,0,0,93,47,37,0,0,153,29,0
"Massachusetts","Franklin",2024,181,150,31,0,0,0,0,93,55,38,0,0,126,55,0
"Massachusetts","Hampden",2024,182,150,31,1,0,0,0,119,56,38,0,5,133,44,0
"Massachusetts","Hampshire",2024,182,162,18,2,0,0,0,112,51,37,0,0,138,44,0
"Massachusetts","Middlesex",2024,182,164,18,0,0,0,0,93,49,37,0,2,145,35,0
"Massachusetts","Norfolk",2024,182,165,17,0,0,0,0,90,50,40,0,0,163,19,0
"Massachusetts","Plymouth",2024,182,164,18,0,0,0,0,97,49,38,0,0,148,34,0
"Massachusetts","Suffolk",2024,183,151,32,0,0,0,0,71,56,36,1,12,88,80,2
"Massachusetts","Worcester",2024,183,168,15,0,0,0,0,90,49,37,1,9,137,34,2
"Michigan","Allegan",2024,91,52,38,0,1,0,0,154,63,48,0,0,10,81,0
"Michigan","Bay",2024,90,69,21,0,0,0,0,73,58,40,0,0,0,90,0
"Michigan","Benzie",2024,31,31,0,0,0,0,0,45,41,38,0,0,31,0,0
"Michigan","Berrien",2024,31,31,0,0,0,0,0,48,44,36,0,0,31,0,0
"Michigan","Cass",2024,31,31,0,0,0,0,0,50,45,36,0,0,31,0,0
"Michigan","Clinton",2024,31,31,0,0,0,0,0,45,41,34,0,0,31,0,0
"Michigan","Genesee",2024,91,71,20,0,0,0,0,70,55,37,0,0,26,65,0
"Michigan","Huron",2024,31,31,0,0,0,0,0,46,43,37,0,0,31,0,0
"Michigan","Ingham",2024,91,70,21,0,0,0,0,85,57,36,0,2,40,49,0
"Michigan","Kalamazoo",2024,91,53,38,0,0,0,0,100,68,45,0,0,13,78,0
"Michigan","Kent",2024,92,49,43,0,0,0,0,89,65,46,1,1,29,61,0
"Michigan","Lenawee",2024,91,60,31,0,0,0,0,77,62,41,0,0,19,72,0
"Michigan","Macomb",2024,91,61,30,0,0,0,0,76,62,39,0,0,20,71,0
"Michigan","Manistee",2024,89,76,13,0,0,0,0,76,54,37,0,0,28,61,0
"Michigan","Mason",2024,31,31,0,0,0,0,0,44,42,37,0,0,31,0,0
"Michigan","Missaukee",2024,91,81,10,0,0,0,0,61,51,37,0,0,66,25,0
"Michigan","Muskegon",2024,31,31,0,0,0,0,0,44,41,36,0,0,31,0,0
"Michigan","Oakland",2024,59,32,27,0,0,0,0,82,69,46,0,0,13,46,0
"Michigan","Ottawa",2024,91,52,39,0,0,0,0,91,62,41,0,0,21,70,0
"Michigan","Schoolcraft",2024,91,90,1,0,0,0,0,57,42,18,0,0,29,62,0
"Michigan","St. Clair",2024,91,61,30,0,0,0,0,72,60,39,0,0,19,72,0
"Michigan","Tuscola",2024,152,144,8,0,0,0,0,84,46,35,0,0,152,0,0
"Michigan","Washtenaw",2024,152,112,40,0,0,0,0,81,62,43,0,0,92,60,0
"Michigan","Wayne",2024,92,28,62,1,1,0,0,152,74,56,1,0,7,84,0
"Michigan","Wexford",2024,152,145,7,0,0,0,0,80,46,38,0,0,152,0,0
"Minnesota","Anoka",2024,91,69,22,0,0,0,0,71,58,40,0,1,45,45,0
"Minnesota","Becker",2024,90,81,9,0,0,0,0,63,51,34,0,0,27,63,0
"Minnesota","Beltrami",2024,90,82,8,0,0,0,0,62,49,33,0,0,25,65,0
"Minnesota","Carlton",2024,90,80,10,0,0,0,0,71,52,35,0,0,25,65,0
"Minnesota","Cass",2024,90,81,9,0,0,0,0,61,54,26,0,0,0,90,0
"Minnesota","Cook",2024,89,87,2,0,0,0,0,56,30,11,0,0,0,89,0
"Minnesota","Crow Wing",2024,90,73,17,0,0,0,0,68,55,37,0,0,27,63,0
"Minnesota","Dakota",2024,91,63,28,0,0,0,0,86,63,35,0,11,0,80,0
"Minnesota","Goodhue",2024,30,30,0,0,0,0,0,44,41,37,0,0,30,0,0
"Minnesota","Hennepin",2024,91,59,31,1,0,0,0,113,68,36,0,4,21,64,2
"Minnesota","Lake",2024,90,88,2,0,0,0,0,51,43,21,0,0,27,63,0
"Minnesota","Lyon",2024,90,76,14,0,0,0,0,67,54,34,0,0,21,65,4
"Minnesota","Mille Lacs",2024,30,30,0,0,0,0,0,41,39,36,0,0,30,0,0
"Minnesota","Olmsted",2024,90,73,17,0,0,0,0,68,56,37,0,0,24,66,0
"Minnesota","Ramsey",2024,91,68,23,0,0,0,0,77,61,31,0,0,0,80,11
"Minnesota","Saint Louis",2024,152,134,18,0,0,0,0,70,51,39,0,0,121,31,0
"Minnesota","Scott",2024,90,64,26,0,0,0,0,76,66,39,0,0,23,67,0
"Minnesota","Stearns",2024,90,70,20,0,0,0,0,66,59,37,0,0,26,64,0
"Minnesota","Washington",2024,30,30,0,0,0,0,0,42,39,35,0,0,30,0,0
"Minnesota","Wright",2024,90,69,21,0,0,0,0,71,58,37,0,0,26,64,0
"Mississippi","Bolivar",2024,91,80,11,0,0,0,0,68,56,35,0,0,18,73,0
"Mississippi","DeSoto",2024,91,77,14,0,0,0,0,77,52,36,0,0,18,73,0
"Mississippi","Forrest",2024,91,59,32,0,0,0,0,76,66,38,0,0,0,91,0
"Mississippi","Hancock",2024,85,67,18,0,0,0,0,84,54,39,0,0,23,62,0
"Mississippi","Harrison",2024,89,63,26,0,0,0,0,81,55,42,0,0,18,71,0
"Mississippi","Hinds",2024,92,60,32,0,0,0,0,85,66,44,1,0,35,56,0
"Mississippi","Jackson",2024,91,57,34,0,0,0,0,84,60,44,0,0,18,73,0
"Mississippi","Lauderdale",2024,31,31,0,0,0,0,0,47,45,39,0,0,31,0,0
"Mississippi","Lee",2024,31,31,0,0,0,0,0,50,47,40,0,0,31,0,0
"Mississippi","Yalobusha",2024,143,136,7,0,0,0,0,71,48,39,0,0,143,0,0
"Missouri","Andrew",2024,37,37,0,0,0,0,0,50,47,40,0,0,37,0,0
"Missouri","Boone",2024,36,33,3,0,0,0,0,58,50,39,0,0,36,0,0
"Missouri","Buchanan",2024,89,52,37,0,0,0,0,75,59,44,0,0,0,84,5
"Missouri","Callaway",2024,39,38,1,0,0,0,0,54,49,40,0,0,39,0,0
"Missouri","Cass",2024,89,76,12,1,0,0,0,107,53,27,0,0,0,89,0
"Missouri","Cedar",2024,88,84,4,0,0,0,0,54,46,36,0,0,42,46,0
"Missouri","Clay",2024,89,80,9,0,0,0,0,61,51,37,0,0,29,60,0
"Missouri","Clinton",2024,37,36,1,0,0,0,0,51,47,40,0,0,37,0,0
"Missouri","Greene",2024,89,58,31,0,0,0,0,82,67,40,0,0,18,71,0
"Missouri","Jackson",2024,89,47,41,1,0,0,0,109,62,48,0,14,0,56,19
"Missouri","Jasper",2024,89,76,13,0,0,0,0,99,54,30,0,0,28,0,61
"Missouri","Jefferson",2024,89,73,16,0,0,0,0,70,54,36,0,0,33,56,0
"Missouri","Lincoln",2024,39,37,2,0,0,0,0,61,50,40,0,0,39,0,0
"Missouri","Monroe",2024,89,89,0,0,0,0,0,50,42,32,0,1,87,0,1
"Missouri","Perry",2024,32,32,0,0,0,0,0,48,45,40,0,0,32,0,0
"Missouri","Saint Charles",2024,37,33,4,0,0,0,0,54,51,40,0,0,37,0,0
"Missouri","Saint Louis",2024,89,85,4,0,0,0,0,56,46,35,0,25,38,26,0
"Missouri","Sainte Genevieve",2024,32,32,0,0,0,0,0,50,48,40,0,0,32,0,0
"Missouri","St. Louis City",2024,91,43,46,1,1,0,0,156,74,51,2,0,10,70,9
"Montana","Beaverhead",2024,78,78,0,0,0,0,0,32,16,9,0,0,0,78,0
"Montana","Cascade",2024,87,52,35,0,0,0,0,74,58,46,0,0,0,87,0
"Montana","Custer",2024,91,88,3,0,0,0,0,57,41,34,0,3,59,29,0
"Montana","Dawson",2024,91,90,1,0,0,0,0,53,31,12,0,0,0,91,0
"Montana","Fergus",2024,91,91,0,0,0,0,0,49,44,38,0,0,79,12,0
"Montana","Flathead",2024,152,128,24,0,0,0,0,77,53,40,0,0,99,42,11
"Montana","Gallatin",2024,153,141,12,0,0,0,0,69,45,20,8,7,0,138,0
"Montana","Glacier",2024,80,78,2,0,0,0,0,54,37,21,0,0,0,80,0
"Montana","Hill",2024,87,85,2,0,0,0,0,58,39,19,0,0,0,87,0
"Montana","Lewis and Clark",2024,91,52,38,1,0,0,0,116,71,46,0,0,37,54,0
"Montana","Lincoln",2024,91,33,58,0,0,0,0,99,72,54,0,0,0,91,0
"Montana","Missoula",2024,91,40,51,0,0,0,0,92,70,52,0,0,12,79,0
"Montana","Phillips",2024,89,88,1,0,0,0,0,54,36,19,0,0,0,89,0
"Montana","Ravalli",2024,91,70,21,0,0,0,0,89,64,23,0,0,0,91,0
"Montana","Richland",2024,91,88,3,0,0,0,0,57,42,35,0,0,67,24,0
"Montana","Sanders",2024,91,81,10,0,0,0,0,65,51,32,0,0,0,91,0
"Montana","Silver Bow",2024,91,59,32,0,0,0,0,95,60,37,0,0,0,89,2
"Montana","Teton",2024,85,83,2,0,0,0,0,65,29,13,0,0,0,85,0
"Montana","Yellowstone",2024,91,83,8,0,0,0,0,58,44,36,0,4,50,37,0
"Nebraska","Cass",2024,170,166,4,0,0,0,0,68,31,14,0,0,0,0,170
"Nebraska","Douglas",2024,183,129,53,1,0,0,0,101,61,43,1,0,120,62,0
"Nebraska","Gage",2024,158,126,32,0,0,0,0,69,55,30,0,0,0,158,0
"Nebraska","Hall",2024,183,145,38,0,0,0,0,80,55,29,0,0,0,183,0
"Nebraska","Knox",2024,120,117,3,0,0,0,0,84,44,34,0,0,120,0,0
"Nebraska","Lancaster",2024,41,31,10,0,0,0,0,64,58,35,0,0,0,41,0
"Nebraska","Sarpy",2024,176,146,30,0,0,0,0,94,55,31,0,0,0,176,0
"Nebraska","Scotts Bluff",2024,197,181,16,0,0,0,0,88,43,9,0,0,0,197,0
"Nebraska","Washington",2024,177,149,28,0,0,0,0,81,54,27,0,0,0,177,0
"Nevada","Carson City",2024,91,84,7,0,0,0,0,66,48,41,0,0,70,21,0
"Nevada","Churchill",2024,91,89,2,0,0,0,0,51,44,37,0,0,91,0,0
"Nevada","Clark",2024,122,59,58,5,0,0,0,140,83,51,1,0,79,37,5
"Nevada","Douglas",2024,91,82,9,0,0,0,0,76,50,23,0,0,0,91,0
"Nevada","Elko",2024,91,91,0,0,0,0,0,31,19,8,0,0,0,0,91
"Nevada","Lyon",2024,89,88,1,0,0,0,0,51,45,38,0,0,89,0,0
"Nevada","Nye",2024,91,87,4,0,0,0,0,68,28,13,0,0,0,0,91
"Nevada","Washoe",2024,92,73,19,0,0,0,0,78,58,45,1,2,60,29,0
"Nevada","White Pine",2024,151,128,23,0,0,0,0,84,61,43,0,0,151,0,0
"New Hampshire","Belknap",2024,91,89,2,0,0,0,0,52,43,28,0,0,31,60,0
"New Hampshire","Cheshire",2024,91,72,19,0,0,0,0,63,55,37,0,0,52,39,0
"New Hampshire","Coos",2024,92,87,5,0,0,0,0,61,48,42,1,0,91,0,0
"New Hampshire","Grafton",2024,150,148,2,0,0,0,0,54,44,36,0,0,132,18,0
"New Hampshire","Hillsborough",2024,92,92,0,0,0,0,0,47,42,36,1,0,89,2,0
"New Hampshire","Merrimack",2024,31,31,0,0,0,0,0,44,43,38,0,0,31,0,0
"New Hampshire","Rockingham",2024,92,90,2,0,0,0,0,55,45,39,1,0,75,16,0
"New Jersey","Atlantic",2024,91,80,11,0,0,0,0,66,51,32,0,0,39,52,0
"New Jersey","Bergen",2024,92,77,15,0,0,0,0,69,55,36,1,40,27,24,0
"New Jersey","Camden",2024,92,61,31,0,0,0,0,74,63,40,1,7,35,49,0
"New Jersey","Cumberland",2024,90,79,11,0,0,0,0,64,52,37,0,2,65,23,0
"New Jersey","Gloucester",2024,91,79,12,0,0,0,0,77,53,37,0,0,38,53,0
"New Jersey","Hudson",2024,92,74,18,0,0,0,0,73,58,38,1,32,28,31,0
"New Jersey","Hunterdon",2024,91,76,15,0,0,0,0,74,55,38,0,0,52,39,0
"New Jersey","Mercer",2024,150,120,30,0,0,0,0,100,59,40,0,0,110,40,0
"New Jersey","Middlesex",2024,91,83,8,0,0,0,0,62,49,32,0,10,59,22,0
"New Jersey","Monmouth",2024,45,45,0,0,0,0,0,44,43,36,0,0,45,0,0
"New Jersey","Morris",2024,91,87,4,0,0,0,0,71,44,36,0,2,75,14,0
"New Jersey","Ocean",2024,91,80,11,0,0,0,0,64,52,38,0,0,39,52,0
"New Jersey","Passaic",2024,91,73,18,0,0,0,0,66,55,36,0,0,33,58,0
"New Jersey","Union",2024,92,55,37,0,0,0,0,85,66,45,1,19,0,72,0
"New Jersey","Warren",2024,85,72,13,0,0,0,0,63,53,34,0,17,42,26,0
"New Mexico","Bernalillo",2024,92,55,33,3,0,0,1,443,62,46,1,2,43,32,14
"New Mexico","Dona Ana",2024,91,51,32,3,1,1,3,692,88,46,0,2,38,33,18
"New Mexico","Eddy",2024,152,96,49,7,0,0,0,115,90,46,0,0,152,0,0
"New Mexico","Lea",2024,89,84,5,0,0,0,0,70,47,38,0,0,72,17,0
"New Mexico","Luna",2024,91,87,2,1,1,0,0,153,31,7,0,0,0,0,91
"New Mexico","Rio Arriba",2024,90,84,6,0,0,0,0,58,49,43,0,0,90,0,0
"New Mexico","San Juan",2024,165,110,50,5,0,0,0,105,90,45,0,3,161,0,1
"New Mexico","Sandoval",2024,91,90,1,0,0,0,0,51,44,38,0,0,91,0,0
"New Mexico","Santa Fe",2024,89,87,2,0,0,0,0,64,46,39,0,0,88,1,0
"New Mexico","Taos",2024,90,90,0,0,0,0,0,46,31,14,0,0,0,90,0
"New Mexico","Valencia",2024,90,90,0,0,0,0,0,47,42,34,0,0,90,0,0
"New York","Albany",2024,182,154,28,0,0,0,0,100,53,37,0,0,124,58,0
"New York","Bronx",2024,183,124,57,2,0,0,0,150,63,43,1,17,93,72,0
"New York","Chautauqua",2024,180,162,17,1,0,0,0,105,51,38,0,0,173,7,0
"New York","Dutchess",2024,182,167,12,2,1,0,0,151,50,37,0,0,182,0,0
"New York","Erie",2024,183,138,44,1,0,0,0,105,56,41,2,8,99,73,1
"New York","Essex",2024,182,161,21,0,0,0,0,80,54,42,0,0,179,3,0
"New York","Hamilton",2024,177,170,7,0,0,0,0,74,45,36,0,0,177,0,0
"New York","Jefferson",2024,181,173,8,0,0,0,0,80,44,34,0,0,181,0,0
"New York","Kings",2024,153,106,47,0,0,0,0,89,61,37,0,0,0,153,0
"New York","Monroe",2024,183,146,37,0,0,0,0,81,54,38,1,1,104,77,0
"New York","New York",2024,183,123,59,1,0,0,0,150,64,44,2,0,84,97,0
"New York","Niagara",2024,130,117,12,1,0,0,0,105,51,35,0,0,130,0,0
"New York","Oneida",2024,150,135,15,0,0,0,0,58,51,26,0,0,0,150,0
"New York","Onondaga",2024,182,168,14,0,0,0,0,84,50,37,0,0,140,42,0
"New York","Orange",2024,148,130,18,0,0,0,0,59,52,29,0,0,0,148,0
"New York","Oswego",2024,176,171,5,0,0,0,0,61,44,34,0,0,176,0,0
"New York","Putnam",2024,181,164,12,5,0,0,0,136,49,36,0,0,181,0,0
"New York","Queens",2024,183,115,67,1,0,0,0,112,66,45,1,16,74,92,0
"New York","Richmond",2024,181,155,23,3,0,0,0,140,54,37,0,0,115,66,0
"New York","Rockland",2024,182,153,26,3,0,0,0,150,53,39,0,0,139,43,0
"New York","Saratoga",2024,178,171,7,0,0,0,0,84,46,34,0,0,178,0,0
"New York","Steuben",2024,183,166,17,0,0,0,0,68,50,37,2,0,153,28,0
"New York","Suffolk",2024,183,162,18,3,0,0,0,133,51,38,1,5,171,6,0
"New York","Tompkins",2024,151,149,2,0,0,0,0,54,45,35,0,0,151,0,0
"New York","Wayne",2024,178,171,7,0,0,0,0,74,46,34,0,0,178,0,0
"New York","Westchester",2024,181,155,24,2,0,0,0,143,54,37,0,0,132,49,0
"North Carolina","Alexander",2024,61,52,9,0,0,0,0,87,51,44,0,0,61,0,0
"North Carolina","Avery",2024,61,52,9,0,0,0,0,90,51,44,0,0,61,0,0
"North Carolina","Buncombe",2024,91,68,23,0,0,0,0,81,55,40,0,0,20,71,0
"North Carolina","Caldwell",2024,61,55,6,0,0,0,0,87,50,43,0,0,61,0,0
"North Carolina","Carteret",2024,151,147,4,0,0,0,0,71,47,38,0,0,151,0,0
"North Carolina","Caswell",2024,61,52,9,0,0,0,0,84,54,43,0,0,61,0,0
"North Carolina","Catawba",2024,91,62,29,0,0,0,0,93,60,42,0,0,0,91,0
"North Carolina","Cumberland",2024,121,83,37,1,0,0,0,110,61,44,0,0,51,69,1
"North Carolina","Davidson",2024,91,67,24,0,0,0,0,89,62,37,0,0,0,91,0
"North Carolina","Durham",2024,121,59,62,0,0,0,0,89,61,51,0,0,40,81,0
"North Carolina","Edgecombe",2024,111,100,11,0,0,0,0,76,50,37,0,0,53,58,0
"North Carolina","Forsyth",2024,152,98,53,1,0,0,0,111,69,47,0,3,71,78,0
"North Carolina","Graham",2024,60,42,18,0,0,0,0,77,67,46,0,0,60,0,0
"North Carolina","Granville",2024,61,52,9,0,0,0,0,90,54,44,0,0,61,0,0
"North Carolina","Guilford",2024,121,94,27,0,0,0,0,87,58,40,0,0,54,57,10
"North Carolina","Haywood",2024,61,37,24,0,0,0,0,90,67,49,0,0,61,0,0
"North Carolina","Johnston",2024,121,101,20,0,0,0,0,80,54,41,0,0,50,71,0
"North Carolina","Lenoir",2024,121,115,6,0,0,0,0,74,48,19,0,0,61,0,60
"North Carolina","Lincoln",2024,59,52,7,0,0,0,0,74,51,42,0,0,59,0,0
"North Carolina","Macon",2024,150,137,13,0,0,0,0,71,50,38,0,0,150,0,0
"North Carolina","Martin",2024,61,60,1,0,0,0,0,61,45,37,0,0,61,0,0
"North Carolina","Mecklenburg",2024,214,110,102,2,0,0,0,115,71,50,1,0,99,114,0
"North Carolina","Mitchell",2024,89,75,14,0,0,0,0,83,54,22,0,0,0,89,0
"North Carolina","Montgomery",2024,151,125,26,0,0,0,0,83,56,39,0,0,114,37,0
"North Carolina","New Hanover",2024,121,98,23,0,0,0,0,97,57,41,0,0,53,68,0
"North Carolina","Northampton",2024,174,164,10,0,0,0,0,82,37,8,0,87,0,87,0
"North Carolina","Person",2024,61,56,5,0,0,0,0,77,50,42,0,0,61,0,0
"North Carolina","Pitt",2024,121,105,16,0,0,0,0,74,52,38,0,0,55,66,0
"North Carolina","Rockingham",2024,60,51,9,0,0,0,0,87,64,44,0,0,60,0,0
"North Carolina","Rowan",2024,163,134,29,0,0,0,0,89,58,36,0,43,75,45,0
"North Carolina","Swain",2024,120,104,16,0,0,0,0,83,54,39,0,0,52,68,0
"North Carolina","Union",2024,61,52,9,0,0,0,0,71,54,43,0,0,61,0,0
"North Carolina","Wake",2024,183,157,26,0,0,0,0,81,54,35,1,61,73,48,0
"North Carolina","Yancey",2024,57,37,20,0,0,0,0,80,61,47,0,0,57,0,0
"North Dakota","Billings",2024,182,169,12,1,0,0,0,106,49,38,0,0,160,22,0
"North Dakota","Burke",2024,182,170,11,1,0,0,0,105,48,38,0,0,148,32,2
"North Dakota","Burleigh",2024,183,148,33,2,0,0,0,127,55,39,1,1,118,61,2
"North Dakota","Cass",2024,182,166,15,1,0,0,0,134,50,37,0,0,127,55,0
"North Dakota","Dunn",2024,181,173,7,1,0,0,0,108,46,36,0,0,153,28,0
"North Dakota","McKenzie",2024,182,167,15,0,0,0,0,97,48,38,0,0,156,26,0
"North Dakota","Mercer",2024,182,168,13,1,0,0,0,142,48,36,0,0,140,42,0
"North Dakota","Oliver",2024,182,166,16,0,0,0,0,89,49,37,0,0,146,36,0
"North Dakota","Ward",2024,182,173,8,1,0,0,0,101,47,37,0,0,135,47,0
"Ohio","Allen",2024,182,129,53,0,0,0,0,97,61,44,0,0,91,91,0
"Ohio","Ashtabula",2024,122,99,21,2,0,0,0,108,61,41,0,0,122,0,0
"Ohio","Athens",2024,182,168,14,0,0,0,0,62,45,27,0,0,0,182,0
"Ohio","Belmont",2024,182,122,60,0,0,0,0,77,57,39,0,5,0,154,23
"Ohio","Butler",2024,182,78,101,3,0,0,0,122,67,53,0,0,58,123,1
"Ohio","Clark",2024,182,116,64,2,0,0,0,133,64,45,0,0,77,105,0
"Ohio","Clermont",2024,181,158,21,2,0,0,0,119,52,39,0,0,113,68,0
"Ohio","Clinton",2024,122,96,24,2,0,0,0,112,64,44,0,0,122,0,0
"Ohio","Columbiana",2024,33,33,0,0,0,0,0,34,17,11,0,0,0,0,33
"Ohio","Cuyahoga",2024,183,69,111,3,0,0,0,115,80,54,1,1,62,111,8
"Ohio","Delaware",2024,119,95,24,0,0,0,0,93,67,42,0,0,119,0,0
"Ohio","Franklin",2024,182,82,99,1,0,0,0,101,71,52,0,1,63,109,9
"Ohio","Geauga",2024,121,99,21,1,0,0,0,101,61,42,0,0,121,0,0
"Ohio","Greene",2024,114,95,19,0,0,0,0,93,64,43,0,0,114,0,0
"Ohio","Hamilton",2024,183,90,87,6,0,0,0,129,65,51,1,5,72,105,0
"Ohio","Jefferson",2024,182,116,66,0,0,0,0,93,61,44,0,0,78,104,0
"Ohio","Knox",2024,122,101,20,1,0,0,0,101,61,42,0,0,122,0,0
"Ohio","Lake",2024,181,142,35,4,0,0,0,136,61,40,0,0,105,76,0
"Ohio","Lawrence",2024,182,138,44,0,0,0,0,68,54,43,0,0,87,95,0
"Ohio","Licking",2024,122,106,16,0,0,0,0,100,54,42,0,0,122,0,0
"Ohio","Lorain",2024,122,110,12,0,0,0,0,74,50,39,0,0,122,0,0
"Ohio","Lucas",2024,182,88,92,2,0,0,0,119,71,51,0,0,83,99,0
"Ohio","Madison",2024,122,103,19,0,0,0,0,100,58,42,0,0,122,0,0
"Ohio","Mahoning",2024,182,122,60,0,0,0,0,93,60,44,0,0,85,97,0
"Ohio","Medina",2024,182,114,68,0,0,0,0,100,65,45,0,0,87,95,0
"Ohio","Miami",2024,122,98,23,1,0,0,0,101,67,44,0,0,122,0,0
"Ohio","Montgomery",2024,182,110,69,3,0,0,0,147,64,47,0,0,87,94,1
"Ohio","Noble",2024,139,125,14,0,0,0,0,87,58,39,0,0,139,0,0
"Ohio","Portage",2024,122,96,24,2,0,0,0,108,74,44,0,0,122,0,0
"Ohio","Preble",2024,183,120,63,0,0,0,0,100,60,44,1,0,92,90,0
"Ohio","Scioto",2024,182,131,51,0,0,0,0,80,57,38,0,0,0,177,5
"Ohio","Stark",2024,182,101,81,0,0,0,0,93,67,47,0,0,61,121,0
"Ohio","Summit",2024,157,109,47,1,0,0,0,105,69,44,0,0,90,67,0
"Ohio","Trumbull",2024,182,121,61,0,0,0,0,97,61,45,0,0,80,102,0
"Ohio","Warren",2024,181,133,44,4,0,0,0,108,61,43,0,0,100,81,0
"Ohio","Washington",2024,122,109,13,0,0,0,0,90,51,40,0,0,122,0,0
"Ohio","Wood",2024,122,98,23,1,0,0,0,101,61,40,0,0,122,0,0
"Oklahoma","Adair",2024,91,48,39,4,0,0,0,138,65,48,0,0,18,73,0
"Oklahoma","Canadian",2024,90,81,9,0,0,0,0,77,51,43,0,0,90,0,0
"Oklahoma","Carter",2024,151,93,56,2,0,0,0,126,67,46,0,0,56,95,0
"Oklahoma","Cleveland",2024,152,81,70,1,0,0,0,112,67,49,0,0,61,91,0
"Oklahoma","Comanche",2024,148,115,33,0,0,0,0,77,56,39,0,0,52,96,0
"Oklahoma","Creek",2024,82,63,18,0,1,0,0,179,67,44,0,0,82,0,0
"Oklahoma","Dewey",2024,152,106,43,3,0,0,0,112,64,42,0,0,61,91,0
"Oklahoma","Jefferson",2024,114,106,8,0,0,0,0,67,47,41,0,0,114,0,0
"Oklahoma","Johnston",2024,75,59,16,0,0,0,0,87,71,44,0,0,75,0,0
"Oklahoma","Kay",2024,142,78,59,4,1,0,0,193,69,48,0,0,0,142,0
"Oklahoma","Mayes",2024,37,35,2,0,0,0,0,54,48,39,0,0,37,0,0
"Oklahoma","McClain",2024,76,52,23,1,0,0,0,115,74,45,0,0,76,0,0
"Oklahoma","Oklahoma",2024,160,83,76,1,0,0,0,119,69,49,1,10,57,91,1
"Oklahoma","Osage",2024,121,98,23,0,0,0,0,100,61,44,0,0,121,0,0
"Oklahoma","Ottawa",2024,91,55,36,0,0,0,0,100,69,42,0,0,4,83,4
"Oklahoma","Pittsburg",2024,150,101,49,0,0,0,0,77,64,44,0,0,51,99,0
"Oklahoma","Pontotoc",2024,181,135,46,0,0,0,0,77,58,41,0,0,111,69,1
