"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Oklahoma","Sequoyah",2024,120,77,43,0,0,0,0,87,60,44,0,0,5,115,0
"Oklahoma","Tulsa",2024,152,75,74,3,0,0,0,111,64,51,0,0,58,93,1
"Oklahoma","Washington",2024,121,71,47,2,1,0,0,156,67,47,0,0,65,56,0
"Oregon","Baker",2024,91,83,8,0,0,0,0,67,47,25,0,0,0,91,0
"Oregon","Clackamas",2024,91,90,1,0,0,0,0,51,30,17,0,0,0,91,0
"Oregon","Columbia",2024,91,91,0,0,0,0,0,47,31,21,0,0,0,91,0
"Oregon","Crook",2024,91,75,16,0,0,0,0,75,54,31,0,0,0,91,0
"Oregon","Deschutes",2024,91,84,7,0,0,0,0,60,48,21,0,0,0,91,0
"Oregon","Grant",2024,91,34,57,0,0,0,0,88,66,54,0,0,0,91,0
"Oregon","Harney",2024,91,37,54,0,0,0,0,85,70,53,0,0,0,91,0
"Oregon","Jackson",2024,91,72,19,0,0,0,0,75,54,37,0,0,0,91,0
"Oregon","Jefferson",2024,91,75,16,0,0,0,0,62,54,34,0,0,0,91,0
"Oregon","Josephine",2024,91,71,20,0,0,0,0,58,53,36,0,0,0,91,0
"Oregon","Klamath",2024,91,75,16,0,0,0,0,63,53,32,0,0,0,91,0
"Oregon","Lake",2024,91,79,12,0,0,0,0,77,52,24,0,0,0,91,0
"Oregon","Lane",2024,91,47,44,0,0,0,0,84,61,48,0,0,0,91,0
"Oregon","Linn",2024,91,79,12,0,0,0,0,64,52,34,0,0,0,91,0
"Oregon","Marion",2024,91,77,14,0,0,0,0,65,52,24,0,0,0,91,0
"Oregon","Multnomah",2024,92,82,10,0,0,0,0,64,52,33,1,1,55,35,0
"Oregon","Umatilla",2024,91,74,17,0,0,0,0,86,58,28,0,0,0,91,0
"Oregon","Union",2024,91,88,3,0,0,0,0,63,41,23,0,0,0,91,0
"Oregon","Wallowa",2024,78,75,3,0,0,0,0,53,38,23,0,0,0,78,0
"Oregon","Wasco",2024,89,74,15,0,0,0,0,75,55,24,0,0,0,89,0
"Oregon","Washington",2024,92,84,8,0,0,0,0,66,48,32,1,2,38,51,0
"Pennsylvania","Adams",2024,153,93,57,3,0,0,0,131,64,44,2,0,83,68,0
"Pennsylvania","Allegheny",2024,92,49,42,1,0,0,0,103,70,46,1,0,25,66,0
"Pennsylvania","Armstrong",2024,151,135,16,0,0,0,0,61,51,28,0,0,0,151,0
"Pennsylvania","Beaver",2024,152,112,40,0,0,0,0,70,57,38,0,7,0,145,0
"Pennsylvania","Berks",2024,152,118,34,0,0,0,0,91,58,33,0,0,0,152,0
"Pennsylvania","Blair",2024,152,138,14,0,0,0,0,69,48,24,0,0,0,152,0
"Pennsylvania","Bradford",2024,145,122,23,0,0,0,0,69,54,27,0,0,0,145,0
"Pennsylvania","Cambria",2024,153,125,28,0,0,0,0,70,55,30,1,2,0,150,0
"Pennsylvania","Centre",2024,152,131,21,0,0,0,0,87,54,40,0,1,125,26,0
"Pennsylvania","Chester",2024,150,118,32,0,0,0,0,78,57,32,0,0,0,150,0
"Pennsylvania","Cumberland",2024,144,108,36,0,0,0,0,93,60,34,0,0,0,144,0
"Pennsylvania","Dauphin",2024,152,100,52,0,0,0,0,95,62,40,0,0,0,152,0
"Pennsylvania","Delaware",2024,152,112,40,0,0,0,0,80,59,36,0,8,0,144,0
"Pennsylvania","Elk",2024,145,138,7,0,0,0,0,61,46,36,0,0,145,0,0
"Pennsylvania","Erie",2024,153,134,19,0,0,0,0,65,53,28,2,26,0,125,0
"Pennsylvania","Fayette",2024,129,112,17,0,0,0,0,93,52,29,0,0,0,129,0
"Pennsylvania","Greene",2024,117,100,17,0,0,0,0,66,53,32,0,0,0,117,0
"Pennsylvania","Indiana",2024,148,137,11,0,0,0,0,58,48,27,0,0,0,148,0
"Pennsylvania","Lackawanna",2024,153,153,0,0,0,0,0,50,34,23,2,141,0,0,10
"Pennsylvania","Lancaster",2024,152,87,63,2,0,0,0,125,67,47,0,0,0,152,0
"Pennsylvania","Lebanon",2024,150,105,45,0,0,0,0,94,60,38,0,0,0,150,0
"Pennsylvania","Lehigh",2024,152,126,26,0,0,0,0,80,57,29,0,0,0,152,0
"Pennsylvania","Lycoming",2024,144,119,25,0,0,0,0,80,54,28,0,0,0,144,0
"Pennsylvania","Mercer",2024,152,127,25,0,0,0,0,90,53,39,0,0,105,47,0
"Pennsylvania","Montgomery",2024,138,108,30,0,0,0,0,77,57,31,0,0,0,138,0
"Pennsylvania","Northampton",2024,152,127,25,0,0,0,0,81,57,29,0,19,0,133,0
"Pennsylvania","Philadelphia",2024,92,37,55,0,0,0,0,100,75,53,1,2,12,77,0
"Pennsylvania","Somerset",2024,150,142,8,0,0,0,0,87,49,37,0,0,150,0,0
"Pennsylvania","Susquehanna",2024,152,147,5,0,0,0,0,60,43,23,0,0,0,152,0
"Pennsylvania","Tioga",2024,151,145,6,0,0,0,0,66,40,21,0,0,0,151,0
"Pennsylvania","Washington",2024,152,117,35,0,0,0,0,86,57,34,0,7,0,145,0
"Pennsylvania","Westmoreland",2024,150,122,28,0,0,0,0,88,56,33,0,0,0,150,0
"Pennsylvania","Wyoming",2024,146,135,11,0,0,0,0,64,48,26,0,0,0,146,0
"Pennsylvania","York",2024,152,112,40,0,0,0,0,96,58,36,0,18,0,134,0
"Puerto Rico","Bayamon",2024,180,161,18,1,0,0,0,117,52,22,35,0,69,76,0
"Puerto Rico","Caguas",2024,174,173,1,0,0,0,0,69,19,3,147,0,0,27,0
"Puerto Rico","Catano",2024,171,43,80,30,14,0,4,1133,151,81,0,0,0,128,43
"Puerto Rico","Fajardo",2024,37,35,2,0,0,0,0,56,50,28,0,0,0,27,10
"Puerto Rico","Guayama",2024,27,26,1,0,0,0,0,53,29,14,0,0,0,0,27
"Puerto Rico","Guaynabo",2024,43,37,6,0,0,0,0,66,51,27,0,0,0,25,18
"Puerto Rico","Mayagnez",2024,176,176,0,0,0,0,0,38,29,15,0,0,108,68,0
"Puerto Rico","Ponce",2024,173,164,9,0,0,0,0,64,41,8,82,0,0,19,72
"Rhode Island","Kent",2024,116,116,0,0,0,0,0,49,44,31,0,0,57,59,0
"Rhode Island","Providence",2024,131,116,15,0,0,0,0,61,51,38,0,4,68,49,10
"Rhode Island","Washington",2024,120,116,4,0,0,0,0,54,45,35,0,0,60,60,0
"South Carolina","Aiken",2024,143,121,22,0,0,0,0,84,54,43,0,0,143,0,0
"South Carolina","Anderson",2024,142,115,27,0,0,0,0,93,61,44,0,0,142,0,0
"South Carolina","Berkeley",2024,150,128,22,0,0,0,0,90,54,42,0,0,150,0,0
"South Carolina","Charleston",2024,211,147,64,0,0,0,0,77,58,44,0,0,95,116,0
"South Carolina","Chesterfield",2024,191,123,66,2,0,0,0,143,65,45,0,0,91,100,0
"South Carolina","Darlington",2024,133,100,33,0,0,0,0,100,61,44,0,0,133,0,0
"South Carolina","Edgefield",2024,191,118,73,0,0,0,0,98,60,44,0,0,65,126,0
"South Carolina","Florence",2024,185,119,66,0,0,0,0,99,60,44,0,0,0,185,0
"South Carolina","Greenville",2024,213,132,81,0,0,0,0,99,64,46,0,1,83,129,0
"South Carolina","Horry",2024,182,135,47,0,0,0,0,87,57,43,0,0,102,80,0
"South Carolina","Richland",2024,212,123,88,1,0,0,0,141,63,47,0,1,62,149,0
"South Carolina","Spartanburg",2024,213,114,98,1,0,0,0,112,71,49,0,0,91,122,0
"South Carolina","York",2024,142,108,34,0,0,0,0,90,64,44,0,0,142,0,0
"South Dakota","Brookings",2024,91,88,3,0,0,0,0,53,37,30,0,0,66,22,3
"South Dakota","Brown",2024,85,80,5,0,0,0,0,57,44,24,0,0,0,77,8
"South Dakota","Clay",2024,91,71,20,0,0,0,0,64,56,36,0,0,41,50,0
"South Dakota","Codington",2024,91,74,17,0,0,0,0,65,53,36,0,0,11,78,2
"South Dakota","Custer",2024,91,91,0,0,0,0,0,47,46,39,0,0,82,9,0
"South Dakota","Hughes",2024,91,90,1,0,0,0,0,52,21,6,0,0,0,91,0
"South Dakota","Jackson",2024,91,86,5,0,0,0,0,56,45,38,0,0,53,38,0
"South Dakota","Meade",2024,91,88,3,0,0,0,0,54,48,39,0,0,85,0,6
"South Dakota","Minnehaha",2024,92,82,10,0,0,0,0,66,51,26,1,3,48,40,0
"South Dakota","Pennington",2024,91,70,20,1,0,0,0,111,61,30,0,6,0,32,53
"Tennessee","Anderson",2024,31,29,2,0,0,0,0,67,50,41,0,0,31,0,0
"Tennessee","Blount",2024,153,96,57,0,0,0,0,88,62,47,1,0,94,58,0
"Tennessee","Claiborne",2024,150,140,10,0,0,0,0,67,49,38,0,0,150,0,0
"Tennessee","Davidson",2024,92,51,41,0,0,0,0,70,60,48,1,4,10,77,0
"Tennessee","DeKalb",2024,139,128,11,0,0,0,0,71,49,40,0,0,139,0,0
"Tennessee","Dyer",2024,83,69,14,0,0,0,0,62,53,28,0,0,0,83,0
"Tennessee","Hamilton",2024,151,89,62,0,0,0,0,97,62,44,0,0,57,94,0
"Tennessee","Jefferson",2024,31,29,2,0,0,0,0,58,46,39,0,0,31,0,0
"Tennessee","Knox",2024,213,124,89,0,0,0,0,88,63,47,0,0,63,150,0
"Tennessee","Lawrence",2024,90,71,19,0,0,0,0,80,57,33,0,0,0,90,0
"Tennessee","Loudon",2024,91,75,16,0,0,0,0,79,58,36,0,0,23,68,0
"Tennessee","Madison",2024,87,73,14,0,0,0,0,66,53,28,0,0,0,87,0
"Tennessee","Maury",2024,90,74,16,0,0,0,0,68,55,31,0,0,0,90,0
"Tennessee","McMinn",2024,83,60,23,0,0,0,0,89,57,33,0,0,0,83,0
"Tennessee","Montgomery",2024,91,76,15,0,0,0,0,56,52,26,0,0,0,91,0
"Tennessee","Putnam",2024,86,74,12,0,0,0,0,63,53,29,0,0,0,86,0
"Tennessee","Roane",2024,86,73,13,0,0,0,0,72,54,27,0,0,0,86,0
"Tennessee","Sevier",2024,149,118,31,0,0,0,0,74,61,44,0,0,149,0,0
"Tennessee","Shelby",2024,91,46,45,0,0,0,0,78,60,50,0,0,15,76,0
"Tennessee","Sullivan",2024,86,72,14,0,0,0,0,64,54,33,0,0,30,56,0
"Tennessee","Sumner",2024,91,66,25,0,0,0,0,63,57,42,0,0,16,75,0
"Tennessee","Williamson",2024,31,29,2,0,0,0,0,51,49,40,0,0,31,0,0
"Tennessee","Wilson",2024,31,31,0,0,0,0,0,50,49,42,0,0,31,0,0
"Texas","Atascosa",2024,90,61,29,0,0,0,0,80,63,39,0,0,0,90,0
"Texas","Bell",2024,121,84,37,0,0,0,0,84,62,42,0,0,69,52,0
"Texas","Bexar",2024,122,62,59,0,1,0,0,199,69,50,1,0,35,84,2
"Texas","Bowie",2024,121,79,42,0,0,0,0,68,58,41,0,0,0,121,0
"Texas","Brazoria",2024,91,86,5,0,0,0,0,67,47,36,0,1,85,5,0
"Texas","Brazos",2024,113,82,31,0,0,0,0,68,57,32,0,0,0,113,0
"Texas","Brewster",2024,150,108,40,2,0,0,0,112,72,44,0,0,135,15,0
"Texas","Cameron",2024,121,26,71,21,3,0,0,157,124,67,0,0,24,97,0
"Texas","Collin",2024,91,90,1,0,0,0,0,51,44,32,0,0,91,0,0
"Texas","Dallas",2024,92,50,42,0,0,0,0,76,63,48,1,3,21,66,1
"Texas","Denton",2024,91,70,21,0,0,0,0,63,54,38,0,1,52,38,0
"Texas","Ector",2024,119,98,21,0,0,0,0,88,54,31,0,0,0,119,0
"Texas","El Paso",2024,91,39,43,5,1,0,3,431,96,53,0,7,23,36,25
"Texas","Ellis",2024,90,89,1,0,0,0,0,51,44,33,0,2,88,0,0
"Texas","Galveston",2024,91,72,19,0,0,0,0,77,54,43,0,0,59,32,0
"Texas","Gregg",2024,117,110,7,0,0,0,0,77,49,37,0,4,113,0,0
"Texas","Harris",2024,92,20,71,0,1,0,0,184,71,56,1,5,7,72,7
"Texas","Harrison",2024,121,81,37,0,1,2,0,263,56,43,0,1,51,69,0
"Texas","Hidalgo",2024,121,42,77,2,0,0,0,105,87,56,0,0,16,100,5
"Texas","Hood",2024,78,77,1,0,0,0,0,51,46,35,0,0,78,0,0
"Texas","Hunt",2024,91,86,5,0,0,0,0,54,47,36,0,6,85,0,0
"Texas","Jefferson",2024,121,67,54,0,0,0,0,90,60,48,0,0,45,76,0
"Texas","Johnson",2024,85,85,0,0,0,0,0,50,45,34,0,0,85,0,0
"Texas","Karnes",2024,120,120,0,0,0,0,0,28,16,7,0,120,0,0,0
"Texas","Kaufman",2024,91,73,18,0,0,0,0,63,54,39,0,0,53,38,0
"Texas","Kleberg",2024,79,57,22,0,0,0,0,72,57,34,0,0,0,79,0
"Texas","Lubbock",2024,121,117,4,0,0,0,0,91,33,14,0,0,0,121,0
"Texas","Maverick",2024,117,78,39,0,0,0,0,96,69,34,0,0,0,117,0
"Texas","McLennan",2024,122,78,44,0,0,0,0,76,63,47,1,0,30,91,0
"Texas","Montgomery",2024,91,47,43,1,0,0,0,102,63,49,0,1,26,64,0
"Texas","Navarro",2024,91,71,20,0,0,0,0,67,56,42,0,0,48,43,0
"Texas","Nueces",2024,91,50,41,0,0,0,0,81,66,46,0,0,29,62,0
"Texas","Orange",2024,121,95,26,0,0,0,0,63,57,43,0,0,54,67,0
"Texas","Parker",2024,91,91,0,0,0,0,0,49,42,32,0,0,91,0,0
"Texas","Polk",2024,140,133,7,0,0,0,0,93,47,36,0,0,140,0,0
"Texas","Potter",2024,121,114,6,1,0,0,0,138,37,24,0,0,0,121,0
"Texas","Randall",2024,152,124,28,0,0,0,0,97,61,40,0,0,152,0,0
"Texas","Rockwall",2024,85,85,0,0,0,0,0,49,41,30,0,0,85,0,0
"Texas","Smith",2024,120,113,7,0,0,0,0,80,49,39,0,0,120,0,0
"Texas","Tarrant",2024,91,51,40,0,0,0,0,78,62,48,0,5,15,71,0
"Texas","Travis",2024,122,48,74,0,0,0,0,95,67,53,1,0,26,93,2
"Texas","Victoria",2024,89,87,2,0,0,0,0,58,46,35,0,0,89,0,0
"Texas","Webb",2024,122,62,59,1,0,0,0,106,80,50,1,0,55,66,0
"Texas","Wilson",2024,42,42,0,0,0,0,0,25,21,9,0,42,0,0,0
"Utah","Box Elder",2024,213,114,96,3,0,0,0,105,80,49,0,0,176,37,0
"Utah","Cache",2024,182,144,38,0,0,0,0,91,61,42,0,0,139,43,0
"Utah","Carbon",2024,182,144,38,0,0,0,0,74,58,43,0,0,179,3,0
"Utah","Davis",2024,213,136,70,7,0,0,0,133,84,45,0,9,182,21,1
"Utah","Duchesne",2024,211,160,50,0,1,0,0,163,63,43,0,0,140,37,34
"Utah","Grand",2024,212,147,63,2,0,0,0,105,67,47,0,0,161,51,0
"Utah","Iron",2024,212,164,48,0,0,0,0,80,61,44,0,4,194,14,0
"Utah","Salt Lake",2024,214,116,83,14,1,0,0,176,93,49,1,9,152,49,3
"Utah","San Juan",2024,149,113,35,1,0,0,0,101,67,44,0,0,149,0,0
"Utah","Tooele",2024,182,138,44,0,0,0,0,87,64,44,0,0,152,30,0
"Utah","Uintah",2024,213,142,69,2,0,0,0,112,67,46,0,0,200,13,0
"Utah","Utah",2024,183,127,55,1,0,0,0,105,64,44,1,1,141,39,1
"Utah","Washington",2024,213,143,70,0,0,0,0,90,71,46,0,0,211,2,0
"Utah","Weber",2024,214,141,70,3,0,0,0,112,72,45,1,6,180,24,3
"Vermont","Bennington",2024,91,88,3,0,0,0,0,52,45,37,0,0,68,23,0
"Vermont","Chittenden",2024,92,83,9,0,0,0,0,62,45,38,1,0,63,28,0
"Vermont","Rutland",2024,92,73,19,0,0,0,0,61,56,38,1,0,33,58,0
"Virginia","Albemarle",2024,211,163,48,0,0,0,0,85,55,42,0,0,79,132,0
"Virginia","Arlington",2024,193,164,28,1,0,0,0,105,55,37,1,27,138,27,0
"Virginia","Bristol City",2024,58,44,14,0,0,0,0,63,53,29,0,0,0,58,0
"Virginia","Caroline",2024,103,102,1,0,0,0,0,51,47,39,0,0,103,0,0
"Virginia","Carroll",2024,25,25,0,0,0,0,0,31,19,7,0,0,0,0,25
"Virginia","Charles",2024,213,193,20,0,0,0,0,75,50,37,0,1,95,117,0
"Virginia","Chesterfield",2024,212,164,48,0,0,0,0,77,55,41,0,0,74,138,0
"Virginia","Fairfax",2024,213,158,55,0,0,0,0,84,56,43,0,18,100,95,0
"Virginia","Fauquier",2024,118,115,3,0,0,0,0,58,46,39,0,0,118,0,0
"Virginia","Frederick",2024,213,170,42,1,0,0,0,102,54,41,0,0,82,131,0
"Virginia","Giles",2024,143,128,15,0,0,0,0,80,51,41,0,0,143,0,0
"Virginia","Hampton City",2024,211,173,38,0,0,0,0,86,55,40,0,1,93,117,0
"Virginia","Hanover",2024,122,112,10,0,0,0,0,74,50,42,0,0,122,0,0
"Virginia","Henrico",2024,213,175,38,0,0,0,0,80,54,41,0,4,106,103,0
"Virginia","Hopewell City",2024,25,25,0,0,0,0,0,30,9,5,0,0,0,0,25
"Virginia","Loudoun",2024,213,140,73,0,0,0,0,87,58,44,0,1,95,117,0
"Virginia","Lynchburg City",2024,59,51,8,0,0,0,0,61,52,27,0,0,0,59,0
"Virginia","Madison",2024,170,160,10,0,0,0,0,90,49,39,0,0,135,35,0
"Virginia","Norfolk City",2024,213,191,22,0,0,0,0,82,51,33,0,24,0,189,0
"Virginia","Prince Edward",2024,152,147,5,0,0,0,0,61,46,36,0,0,152,0,0
"Virginia","Prince William",2024,182,173,9,0,0,0,0,84,48,37,0,3,179,0,0
"Virginia","Richmond City",2024,213,170,43,0,0,0,0,79,54,35,0,44,0,169,0
"Virginia","Roanoke",2024,213,170,43,0,0,0,0,68,54,41,0,4,89,120,0
"Virginia","Rockbridge",2024,121,116,5,0,0,0,0,64,47,39,0,0,121,0,0
"Virginia","Rockingham",2024,213,163,50,0,0,0,0,83,55,43,0,8,85,120,0
"Virginia","Salem City",2024,59,49,10,0,0,0,0,67,52,31,0,0,0,59,0
"Virginia","Stafford",2024,182,178,4,0,0,0,0,61,47,37,0,0,182,0,0
"Virginia","Suffolk City",2024,122,113,9,0,0,0,0,64,49,40,0,0,122,0,0
"Virginia","Virginia Beach City",2024,213,181,32,0,0,0,0,81,52,33,0,0,0,213,0
"Virginia","Wythe",2024,122,116,6,0,0,0,0,67,50,42,0,0,122,0,0
"Washington","Adams",2024,121,121,0,0,0,0,0,47,29,15,0,0,0,121,0
"Washington","Asotin",2024,120,81,39,0,0,0,0,92,66,36,0,0,0,120,0
"Washington","Benton",2024,121,106,15,0,0,0,0,70,52,21,0,0,0,90,31
"Washington","Chelan",2024,121,112,9,0,0,0,0,65,47,26,0,0,0,121,0
"Washington","Clallam",2024,121,106,15,0,0,0,0,59,51,39,0,0,72,49,0
"Washington","Clark",2024,121,109,12,0,0,0,0,65,49,23,0,0,0,121,0
"Washington","Columbia",2024,152,145,7,0,0,0,0,70,43,36,0,0,126,26,0
"Washington","Cowlitz",2024,121,116,5,0,0,0,0,61,35,21,0,0,0,121,0
"Washington","Franklin",2024,121,115,6,0,0,0,0,64,37,16,0,0,0,121,0
"Washington","Garfield",2024,121,115,6,0,0,0,0,60,32,13,0,0,0,121,0
"Washington","Grant",2024,121,115,6,0,0,0,0,54,40,22,0,0,0,121,0
"Washington","Grays Harbor",2024,121,121,0,0,0,0,0,48,26,18,0,0,0,121,0
"Washington","Jefferson",2024,112,110,2,0,0,0,0,57,27,18,0,0,0,112,0
"Washington","King",2024,122,89,33,0,0,0,0,71,55,41,1,1,40,80,0
"Washington","Kitsap",2024,108,106,2,0,0,0,0,54,38,19,0,0,0,108,0
"Washington","Kittitas",2024,121,106,15,0,0,0,0,79,53,22,0,0,0,121,0
"Washington","Lewis",2024,115,114,1,0,0,0,0,60,41,23,0,0,0,115,0
"Washington","Mason",2024,121,116,5,0,0,0,0,55,43,19,0,0,0,121,0
"Washington","Okanogan",2024,121,75,46,0,0,0,0,76,61,39,0,0,0,121,0
"Washington","Pacific",2024,121,121,0,0,0,0,0,37,20,13,0,0,0,121,0
"Washington","Pierce",2024,121,95,26,0,0,0,0,77,57,44,0,6,68,47,0
"Washington","Skagit",2024,121,121,0,0,0,0,0,42,36,21,0,0,0,121,0
"Washington","Snohomish",2024,121,79,42,0,0,0,0,96,59,41,0,0,0,121,0
"Washington","Spokane",2024,121,115,6,0,0,0,0,57,44,25,0,0,0,118,3
"Washington","Stevens",2024,121,85,36,0,0,0,0,87,60,34,0,0,0,101,20
"Washington","Thurston",2024,119,116,3,0,0,0,0,76,32,15,0,0,0,119,0
"Washington","Walla Walla",2024,121,109,12,0,0,0,0,79,50,19,0,0,0,79,42
"Washington","Whatcom",2024,115,114,1,0,0,0,0,51,44,28,0,0,0,115,0
"Washington","Whitman",2024,121,117,4,0,0,0,0,58,29,14,0,0,0,121,0
"Washington","Yakima",2024,121,91,30,0,0,0,0,88,58,33,0,0,0,120,1
"West Virginia","Berkeley",2024,48,37,11,0,0,0,0,97,62,41,0,0,29,19,0
"West Virginia","Brooke",2024,121,86,35,0,0,0,0,66,56,37,0,0,0,121,0
"West Virginia","Cabell",2024,91,69,22,0,0,0,0,68,54,39,0,0,18,73,0
"West Virginia","Greenbrier",2024,31,28,3,0,0,0,0,58,49,42,0,0,31,0,0
"West Virginia","Hancock",2024,122,95,27,0,0,0,0,67,55,37,0,0,21,101,0
"West Virginia","Harrison",2024,27,24,3,0,0,0,0,58,51,24,0,0,0,27,0
"West Virginia","Kanawha",2024,92,81,11,0,0,0,0,66,53,31,4,0,43,45,0
"West Virginia","Marion",2024,27,22,5,0,0,0,0,57,51,25,0,0,0,27,0
"West Virginia","Marshall",2024,121,79,42,0,0,0,0,81,62,44,0,0,0,121,0
"West Virginia","Monongalia",2024,48,43,5,0,0,0,0,57,51,39,0,0,30,18,0
"West Virginia","Ohio",2024,81,64,17,0,0,0,0,62,54,35,0,0,28,53,0
"West Virginia","Tucker",2024,146,139,7,0,0,0,0,71,48,38,0,0,146,0,0
"West Virginia","Wood",2024,48,40,8,0,0,0,0,60,55,39,0,0,26,22,0
"Wisconsin","Ashland",2024,91,87,4,0,0,0,0,59,43,35,0,0,67,24,0
"Wisconsin","Brown",2024,91,70,21,0,0,0,0,80,61,31,0,0,6,85,0
"Wisconsin","Columbia",2024,7,7,0,0,0,0,0,43,43,36,0,0,7,0,0
"Wisconsin","Dane",2024,91,67,24,0,0,0,0,74,57,38,0,0,2,86,3
"Wisconsin","Dodge",2024,92,74,18,0,0,0,0,66,53,37,1,0,57,34,0
"Wisconsin","Door",2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0
"Wisconsin","Eau Claire",2024,91,70,21,0,0,0,0,69,58,36,0,0,5,86,0
"Wisconsin","Fond du Lac",2024,7,7,0,0,0,0,0,41,41,36,0,0,7,0,0
"Wisconsin","Forest",2024,91,74,17,0,0,0,0,79,61,38,0,0,58,33,0
"Wisconsin","Grant",2024,91,63,28,0,0,0,0,80,57,40,0,0,0,91,0
"Wisconsin","Jackson",2024,33,27,6,0,0,0,0,95,57,27,0,0,0,33,0
"Wisconsin","Jefferson",2024,7,7,0,0,0,0,0,44,44,39,0,0,7,0,0
"Wisconsin","Kenosha",2024,91,71,20,0,0,0,0,73,62,36,0,0,26,65,0
"Wisconsin","La Crosse",2024,7,7,0,0,0,0,0,43,43,37,0,0,7,0,0
"Wisconsin","Manitowoc",2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0
"Wisconsin","Marathon",2024,91,76,15,0,0,0,0,67,54,29,0,0,7,84,0
"Wisconsin","Milwaukee",2024,92,68,24,0,0,0,0,79,66,41,1,8,5,74,4
"Wisconsin","Monroe",2024,87,72,15,0,0,0,0,68,55,32,0,0,0,87,0
"Wisconsin","Outagamie",2024,91,70,21,0,0,0,0,76,60,32,0,0,6,85,0
"Wisconsin","Ozaukee",2024,91,75,16,0,0,0,0,69,54,28,0,0,7,84,0
"Wisconsin","Racine",2024,7,7,0,0,0,0,0,44,44,41,0,0,7,0,0
"Wisconsin","Rock",2024,7,7,0,0,0,0,0,42,42,37,0,0,7,0,0
"Wisconsin","Sauk",2024,91,76,15,0,0,0,0,66,53,31,0,0,6,85,0
"Wisconsin","Sheboygan",2024,7,7,0,0,0,0,0,44,44,44,0,0,7,0,0
"Wisconsin","Taylor",2024,152,149,3,0,0,0,0,80,45,37,0,0,152,0,0
"Wisconsin","Vilas",2024,7,7,0,0,0,0,0,42,42,41,0,0,7,0,0
"Wisconsin","Walworth",2024,7,7,0,0,0,0,0,44,44,40,0,0,7,0,0
"Wisconsin","Waukesha",2024,91,70,21,0,0,0,0,73,58,36,0,0,6,85,0
"Wyoming","Albany",2024,182,126,54,2,0,0,0,115,67,47,0,0,135,32,15
"Wyoming","Campbell",2024,176,157,19,0,0,0,0,94,51,31,0,0,47,87,42
"Wyoming","Carbon",2024,91,91,0,0,0,0,0,35,19,8,0,91,0,0,0
"Wyoming","Converse",2024,92,92,0,0,0,0,0,46,43,37,1,0,85,0,6
"Wyoming","Fremont",2024,159,130,29,0,0,0,0,75,56,41,0,0,54,105,0
"Wyoming","Johnson",2024,91,91,0,0,0,0,0,45,41,34,0,0,88,0,3
"Wyoming","Laramie",2024,92,86,6,0,0,0,0,58,49,42,1,0,71,20,0
"Wyoming","Lincoln",2024,91,91,0,0,0,0,0,49,46,42,0,1,87,3,0
"Wyoming","Natrona",2024,91,89,2,0,0,0,0,53,44,38,0,0,88,3,0
"Wyoming","Park",2024,168,168,0,0,0,0,0,39,21,12,0,0,0,168,0
"Wyoming","Platte",2024,91,83,4,3,1,0,0,161,48,13,0,0,0,0,91
"Wyoming","Sheridan",2024,121,118,3,0,0,0,0,55,42,19,0,0,0,90,31
"Wyoming","Sublette",2024,151,116,34,1,0,0,0,101,67,46,0,0,149,2,0
"Wyoming","Sweetwater",2024,176,173,2,1,0,0,0,118,44,32,0,1,85,87,3
"Wyoming","Teton",2024,182,154,28,0,0,0,0,93,58,43,0,0,145,27,10
"Wyoming","Uinta",2024,91,91,0,0,0,0,0,16,6,4,0,0,0,0,91
"Wyoming","Washakie",2024,145,144,1,0,0,0,0,63,19,8,0,0,0,145,0
